INDEX:564:<DateTimeAME>,Open:564:<double>,High:564:<double>,Low:564:<double>,Close:564:<double>,Mean:564:<double>,Median:564:<double>,25% Quantile:564:<double>,Std:564:<double>,MAD:564:<double>,Z Score:564:<dbl_vec>,Return Vector:564:<dbl_vec>,Volume:564:<long>
07/21/2000 00:00:00.000,1.020089,1.051339,0.940848,0.956473,1.0072544,1.018415,0.996652,0.0359355089793,0.02801344,10[0.357156482948|0.263989582156|1.22676987894|0.0466001469734|0.636685012955|0.947269176558|0.419267750143|-1.84793264062|-0.636679447429|-1.41312594262],10[nan|-0.0032874643591|0.0334621758066|-0.0411752176433|0.0207995186711|0.010776239985|-0.0183895983669|-0.0830492152162|0.045225325763|-0.0287543614464],3315149600
08/04/2000 00:00:00.000,0.86942,0.928571,0.84375,0.845982,0.8783481,0.875,0.859933,0.0276400243626,0.0225445,10[-0.323013463478|0.565299791165|0.565299791165|1.81703530146|-0.565307027049|1.04985073889|0.0807488434423|-1.25173912823|-0.767188180509|-1.17098666685],10[nan|0.0278492507142|0|0.0379712719147|-0.0735531790782|0.0504522306226|-0.0299651155579|-0.0427245390896|0.0157485236348|-0.0131066830374],2425085600
08/18/2000 00:00:00.000,0.856027,0.918527,0.833705,0.892857,0.8591517,0.8504465,0.844308,0.0270470169933,0.01999998,10[-0.115528451836|-0.899570551757|-0.404395797242|-0.36313431542|-0.280574379123|-0.693226169994|-0.940832033579|0.25582488456|2.1952624208|1.24617439359],10[nan|-0.0250845870878|0.0159156318329|0.00131484092404|0.00262568107799|-0.0131931356603|-0.0080007260274|0.0380872685852|0.0588044086321|-0.028344866302],2109044000
09/01/2000 00:00:00.000,0.901786,1.132813,0.901786,1.132813,1.0188338,1.0256695,0.9859095,0.0723167923235,0.0566128,10[-1.61854247457|-1.32531873885|-0.677129037762|-0.233428495065|-0.0598035374779|0.24885229864|0.526657761999|0.603818264017|0.958784229393|1.57610972968],10[nan|0.0232422422828|0.049538433982|0.0325484567323|0.0124536562347|0.0217632297729|0.0191910367378|0.00526560369616|0.0238727644116|0.0402065336522],2881256000
09/18/2000 00:00:00.000,1.114955,1.114955,0.986328,1.083147,1.0512276,1.043527,1.033482,0.0400893391764,0.03033472,10[1.58963458389|-0.192085979919|1.39476981035|0.00277879362166|-0.192085979919|-0.498326996913|-0.386975697747|-0.895040944479|-1.61887427763|0.796206688755],10[nan|-0.0662077236919|0.0591765016809|-0.051718233503|-0.00745826817786|-0.0118346629946|0.00431938528241|-0.0198616028446|-0.0289957636014|0.0936370153767],2993995200
10/02/2000 00:00:00.000,1.070313,1.090123,0.433036,0.433036,0.8700615,0.9436385,0.8962055,0.233043192426,0.1694532,10[0.85928920693|0.944294908207|0.610253826853|0.265437918851|0.366007258621|0.207967885676|0.0164025387749|0.366007258621|-1.76036251362|-1.87529828892],10[nan|0.0183394048497|-0.0740882850843|-0.0827105537177|0.0248381185247|-0.0393137926391|-0.0498236562422|0.0891374488813|-0.731247809299|-0.0600164178934],13690852000
10/16/2000 00:00:00.000,0.398438,0.421875,0.350446,0.383929,0.3857143,0.391183,0.3783485,0.0209605380182,0.01571424,10[0.60703117396|1.72517995333|0.394011832752|0.500497649006|0.127797292115|-0.617651130366|-1.68260471031|-1.36309955285|0.394011832752|-0.085174340394],10[nan|0.0571571589388|-0.0684266825958|0.00564937504276|-0.0199140404761|-0.0410614713803|-0.0617496132326|0.0189296328161|0.0981461172301|-0.025824739372],10735888800
10/30/2000 00:00:00.000,0.359375,0.363839,0.330357,0.344866,0.344308,0.341518,0.3342635,0.0128899216703,0.0108258,10[1.16889771601|1.16889771601|-0.476185981342|0.303027442672|1.51521479335|-0.562765250677|-1.08231844668|-1.08231844668|-0.995739177343|0.0432896346675],10[nan|0|-0.06081768393|0.0292685056819|0.043894228794|-0.0764683071931|-0.0200692670057|0|0.00337247044631|0.0396095774401],7859230400
11/13/2000 00:00:00.000,0.34933,0.398438,0.340402,0.345982,0.3679687,0.363281,0.3537945,0.0208536394055,0.01745544,10[-0.893786433991|-0.0910009021973|1.46110227608|1.40753848425|0.711832582857|0.604752952459|-0.46561177218|-0.358580095042|-1.32191314254|-1.0543339497],10[nan|0.0468102694763|0.0847245990291|-0.00280738448105|-0.0371978989122|-0.00585021442088|-0.0604402163597|0.00621080257328|-0.0573397189648|0.0162594784605],5016194400
11/28/2000 00:00:00.000,0.361607,0.361607,0.321987,0.321987,0.3391184,0.337054,0.332031,0.0119048765564,0.00883928,10[1.88902420731|1.3265656242|0.014078264416|-0.735950512256|-0.0796648327692|-0.267151027139|-0.735950512256|0.482793750342|-0.454721220701|-1.43902374114],10[nan|-0.0186909329192|-0.0450236443002|-0.0266695216196|0.0233748397229|-0.00662210849456|-0.0167527312283|0.0429820478864|-0.032898566622|-0.0357461971046],3056312000
12/12/2000 00:00:00.000,0.313616,0.313616,0.25558,0.274554,0.2840401,0.2845985,0.270089,0.0213210192609,0.0188617,10[1.38717101833|0.497297988913|0.968429311346|0.654326129033|0.9160396959|-1.33483768537|-1.33483768537|-0.706678222821|-0.601992796074|-0.444917753881],10[nan|-0.062404853581|0.0335238482146|-0.0222250175094|0.0185522358304|-0.172080048357|0|0.0510755306365|0.00826398965741|0.0122729704395],5610729600
12/27/2000 00:00:00.000,0.267857,0.267857,0.25,0.264509,0.2583705,0.2572545,0.25279,0.00688497235127,0.0058036,10[1.3778559326|-0.0809734551653|-1.05367162421|-0.56739516162|-1.21576377841|-0.243210853227|-1.05367162421|1.3778559326|0.56739516162|0.891579470013],10[nan|-0.0382187400947|-0.0263195321539|0.0132443883869|-0.0176984542918|0.0264315875015|-0.0219775215966|0.0645382722486|-0.0210520588434|0.00847408001219],3614475200
01/11/2001 00:00:00.000,0.264509,0.321429,0.264509,0.321429,0.2905136,0.294085,0.279018,0.0194456458148,0.01515636,10[-1.33729680401|-1.27990606417|-1.27990606417|0.0975745428086|0.728924106454|0.0975745428086|0.269746762332|0.843705586137|0.269746762332|1.58983662946],10[nan|0.00421026249419|0|0.0960748071884|0.0411279553494|-0.0411279553494|0.0113845866358|0.0370421938066|-0.0370421938066|0.0832317459728],5703796000
01/26/2001 00:00:00.000,0.30692,0.366071,0.300223,0.34933,0.3376115,0.345982,0.3203125,0.0249739425413,0.0207588,10[-1.22894092309|-1.27362749984|-1.4971004253|-0.156423039476|0.424542499947|0.245796192966|1.1395677696|1.1395677696|0.737388578898|0.469229076692],10[nan|-0.00364275345532|-0.018418842|0.105731837309|0.0425598641403|-0.0129025843228|0.0629126546782|0|-0.0278207329862|-0.0189895364901],6662521600
02/09/2001 00:00:00.000,0.387277,0.388393,0.341518,0.341518,0.372768,0.373884,0.36942,0.0142636169638,0.010491,10[1.01720342301|1.0954444472|0.93896239881|0.312964096788|-0.312964096788|-0.860721374613|0.312964096788|-0.156482048394|-0.156482048394|-2.19088889441],10[nan|0.00287751432967|-0.00576333264866|-0.0233939981571|-0.0239516986885|-0.021441693016|0.0453933917045|-0.0179097767842|0|-0.0815502197476],5412618400
02/26/2001 00:00:00.000,0.351563,0.358259,0.327009,0.348214,0.3422993,0.340402,0.336496,0.00920401266417,0.00741056,10[1.00648492543|-0.0848868888503|0.642621888497|1.73399370278|-0.327389814633|-1.6612645547|-0.569892740415|-0.691144203306|-0.691144203306|0.642621888497],10[nan|-0.0289885407939|0.0194168470434|0.0284389552106|-0.0544127789958|-0.0368557160641|0.0302554614502|-0.00331653577738|0|0.0358906141765],3033055200
03/12/2001 00:00:00.000,0.345982,0.383929,0.325893,0.332589,0.3543526,0.3537945,0.3392855,0.0205339874853,0.0177456,10[-0.4076461041|-1.38597532605|-0.951183982849|-0.5163439399|0.461985282051|1.44036320375|1.2229188324|0.8424764071|0.35328744625|-1.05988181865],10[nan|-0.0598176439515|0.027026954031|0.0263185883182|0.0567968131168|0.0537461775615|-0.0116979089831|-0.0208017981119|-0.0273999458263|-0.0836504932859],3963943200
03/26/2001 00:00:00.000,0.34933,0.410714,0.34933,0.388929,0.3680224,0.362165,0.351563,0.0207463771627,0.01634736,10[-0.9009958632|-0.147852320236|-0.793362613188|-0.847203338788|-0.040219070224|-0.793362613188|-0.416814942299|0.874302045978|2.05778578424|1.0077229309],10[nan|0.0437570241281|-0.0373851312567|-0.00318229806927|0.046667349489|-0.0434850514197|0.0219774844976|0.0718879693974|0.0616427275747|-0.0545003008442],5549969600
04/09/2001 00:00:00.000,0.408393,0.408393,0.348214,0.366786,0.3803037,0.3791075,0.3672325,0.019779212045,0.0169463,10[1.42014251812|0.788165876604|1.11315354474|0.697869054064|0.264535310511|-0.954269561246|-1.62239526665|-0.385490583884|-0.638281240489|-0.683429651759],10[nan|-0.0310859733617|0.0161063047211|-0.0206278314117|-0.0219878721753|-0.064568955421|-0.0372483851328|0.0679002260079|-0.0135071844111|-0.00243170318542],4575216800
04/24/2001 00:00:00.000,0.393571,0.459286,0.364286,0.429107,0.4105893,0.4036605,0.3914285,0.0304205213486,0.02524296,10[-0.559434856654|-0.700293718042|-0.336361756682|-0.911631318944|-1.52210737842|-0.119172842518|1.60078453101|1.20161319989|0.737880187613|0.608723952748],10[nan|-0.0109471916152|0.02804235708|-0.0446950977515|-0.0497222779046|0.110785456031|0.120948380258|-0.0267946557325|-0.0320575885436|-0.00911456034595],6647407200
05/08/2001 00:00:00.000,0.441429,0.474821,0.43875,0.43875,0.4533214,0.4504465,0.4435715,0.0126383475995,0.0108214,10[-0.940977442377|-0.983388049917|1.15011870702|0.146981239864|0.768660611963|1.70114010798|-0.601929954857|0.514276090988|-0.601929954857|-1.15295135581],10[nan|-0.00121497608795|0.0593604780486|-0.0274719454902|0.017114056663|0.0251330860633|-0.0632604001842|0.0311597925951|-0.0311597925951|-0.0157477159423],4048626400
05/22/2001 00:00:00.000,0.428214,0.430357,0.408036,0.419643,0.4188215,0.419911,0.414911,0.00703085885776,0.0053428,10[1.33589653697|-1.15313081432|-1.53402311413|-0.416520948471|-0.695860932353|1.6406957149|0.243853565359|0.193077407393|0.269170529275|0.116842055376],10[nan|-0.0417259620997|-0.00654170271795|0.0190726098325|-0.00473355410486|0.03892063526|-0.0230850086786|-0.000849277154464|0.00127245695276|-0.00254891809042],3050572000
06/06/2001 00:00:00.000,0.414821,0.414821,0.353214,0.370179,0.3814466,0.3734825,0.369554,0.022762140903,0.01862852,10[1.46622411935|1.44272017909|1.09754175174|0.0855104099519|-1.24033148377|-1.10695211436|-0.369499513944|-0.549930696472|-0.330267703378|-0.495014948199],10[nan|-0.00129054530779|-0.0191473045881|-0.0583486792356|-0.0819864672072|0.00855862603951|0.046042198149|-0.011070716129|0.0134617262177|-0.0100792673841],3880469600
06/20/2001 00:00:00.000,0.386786,0.386964,0.355,0.386964,0.3684108,0.364018,0.3616075,0.0118702368206,0.00984632,10[1.54800618367|1.03647468757|-0.889097678461|-0.48287157928|-0.242185564066|-1.12978369367|-0.287340518268|-0.452796357918|-0.663407151769|1.5630016722],10[nan|-0.0158231314331|-0.0619149718133|0.0133846802605|0.00784662402905|-0.0292469800761|0.0277795641071|-0.00539535068129|-0.00691018985826|0.0707398524041],3627680000
07/05/2001 00:00:00.000,0.401607,0.428393,0.3975,0.414107,0.4170536,0.4185715,0.414643,0.0104996081641,0.0080178,10[-1.4711596622|-1.86231711645|1.07998315963|0.671777450144|-0.0254866653895|0.314621264752|-0.178539996036|0.926929828987|0.82483078079|-0.280639044233],10[nan|-0.0102790644101|0.0748460644764|-0.0100552166853|-0.0174128812619|0.00853144960841|-0.0123945976941|0.0275729641024|-0.00251495733732|-0.0276433647649],3072501600
07/19/2001 00:00:00.000,0.393393,0.448214,0.356429,0.356429,0.406125,0.4039285,0.3854465,0.0319276141956,0.0260642,10[-0.398777056187|-0.0240544124373|-0.896559317732|-0.113538079538|0.904389530114|1.17844696348|0.680664701937|1.31826323577|-1.09231462728|-1.55652093813],10[nan|0.029959048109|-0.0711975916223|0.0641245281695|0.0776509342301|0.0199153097009|-0.0364723131853|0.04648176933|-0.188395106817|-0.0407406285825],5500359200
08/02/2001 00:00:00.000,0.356786,0.356786,0.329821,0.353929,0.3414822,0.339464,0.336786,0.0089968239927,0.00703948,10[1.70102249554|0.827714314078|-0.0654897773345|-1.29614628556|-1.05795111783|-0.323580855018|-0.383046284199|-0.660922121498|-0.125066356851|1.38346598868],10[nan|-0.0222676991573|-0.0232998180585|-0.0330185619993|0.00647644624933|0.0197072899481|-0.00158142056319|-0.00742314549833|0.014265813557|0.0391012613004],3216085600
08/16/2001 00:00:00.000,0.348214,0.348214,0.329286,0.333036,0.3388572,0.339911,0.335982,0.00549945607007,0.00422856,10[1.70140462635|0.500013085833|0.889687986895|-0.246788042801|0.240351042568|0.142886858262|0.370182064201|-0.798842638986|-1.74039030007|-1.05850468225],10[nan|-0.0191562797958|0.00625369547304|-0.0183491386682|0.00790643934884|-0.0015768836874|0.0036735790781|-0.019039394594|-0.0156025764041|0.0113239181913],2072369600
08/30/2001 00:00:00.000,0.322679,0.337857,0.318036,0.318393,0.3244286,0.323125,0.3191965,0.00655494110831,0.00509992,10[-0.266913153161|-0.130832601824|-0.675612477187|0.114478526596|-0.975233780804|1.09511281358|2.04859201298|0.631950757689|-0.920771048935|-0.920771048935],10[nan|0.00276054333916|-0.0110975685639|0.016054804149|-0.0222112160229|0.0417859488893|0.0186721962285|-0.0278697805244|-0.0314664797093|0],2283859200
09/20/2001 00:00:00.000,0.33125,0.33125,0.28,0.28,0.3101608,0.309375,0.303661,0.0168368619787,0.0128394,10[1.25256119737|0.934390269394|1.25256119737|0.372290276415|-0.0944237710099|0.00108096152496|-0.40196326421|-1.15501332877|-0.370128353365|-1.79135518473],10[nan|-0.0163042706689|0.0163042706689|-0.0457744894756|-0.0251469250918|0.00519758745858|-0.0221205553957|-0.042689028776|0.0444541554771|-0.0820045183277],3327822400
10/04/2001 00:00:00.000,0.280893,0.29375,0.2675,0.283571,0.2773928,0.277232,0.27375,0.00773126020775,0.00525,10[0.452733436198|2.11572234803|0.0138657860581|-0.88689292764|-0.0554631442323|-0.0554631442323|0.0138657860581|-1.11790313193|-1.27958440593|0.799119397612],10[nan|0.044755251559|-0.0569081322719|-0.0254157568791|0.023482357535|0|0.00193339934411|-0.0320393537446|-0.00466201310581|0.0583429663938],3948862400
10/18/2001 00:00:00.000,0.288214,0.321607,0.285714,0.321429,0.3069643,0.3100895,0.2948215,0.0153140232616,0.0135715,10[-1.22438758775|-1.15438638809|-1.38763665413|-0.431454222522|0.641353342113|0.956162841724|0.932850875045|0.956162841724|-0.233204556308|0.944539508198],10[nan|0.00371255837676|-0.0124245076529|0.0499804566812|0.0532546998772|0.0151038361925|-0.00111066702766|0.00111066702766|-0.0583013084412|0.0577476846797],3074243200
11/01/2001 00:00:00.000,0.326786,0.342679,0.313571,0.331964,0.3279465,0.329375,0.319375,0.0110142270445,0.0092679,10[-0.105363725962|1.06194469686|-0.364755509738|0.948455116982|1.33758818848|0.494496797458|-1.19168598458|-1.24025952477|-1.30517556446|0.364755509738],10[nan|0.0385895435631|-0.0473707099979|0.0436835859628|0.0125862069783|-0.0274721746218|-0.0573177509555|-0.00170082395831|-0.00227758967116|0.0570007195918],3254742400
11/15/2001 00:00:00.000,0.331607,0.350179,0.331607,0.347321,0.3417856,0.3432145,0.334464,0.0075504148407,0.00675,10[-1.34808486881|-0.165500840201|1.01695074536|1.06423291561|-1.01697723397|-1.01697723397|-0.922412893455|0.543996599744|1.11164752892|0.733125280767],10[nan|0.026570314064|0.0258797052036|0.00102104301112|-0.0459602941338|0|0.00213475970853|0.032533418013|0.0123149736443|-0.00819502794235],2468793600
11/30/2001 00:00:00.000,0.33875,0.381607,0.33875,0.380357,0.3618572,0.360893,0.3528575,0.0142571119235,0.0117856,10[-1.62074900751|-0.330656028043|-0.919344680066|-0.731438460744|-0.531047244394|1.38525951861|0.921841679472|0.333153027449|0.195397217539|1.29758397768],10[nan|0.052873889607|-0.0237809286653|0.00765236624697|0.00809679717246|0.0742867866664|-0.017465257251|-0.0226355963663|-0.0053716368479|0.0421914926192],2587956000
12/14/2001 00:00:00.000,0.375893,0.424286,0.364107,0.364107,0.3923751,0.3944645,0.3798215,0.0180986587315,0.0148393,10[-0.910680744057|0.421296412797|1.76316380531|0.796241324499|0.55942819577|0.55942819577|-0.190406374922|-0.476560176529|-0.960021416935|-1.56188922171],10[nan|0.0621600186852|0.0589432090339|-0.0421205075056|-0.0105921517777|0|-0.034298289179|-0.0134055087782|-0.023065272931|-0.0294782454863],2628287200
12/31/2001 00:00:00.000,0.368214,0.400536,0.368214,0.391071,0.3824464,0.3825895,0.3750895,0.0107611643546,0.0086606,10[-1.32257063743|-0.6753358429|0.33682228805|-1.23958705215|-0.691969730656|-0.0945436726431|0.121139307704|1.08358162888|1.68100768689|0.801456024256],10[nan|0.0187389545266|0.0286180449577|-0.0449347154679|0.0158394510642|0.0169986999634|0.00606657296755|0.0266311471312|0.0161812040767|-0.0239145209308],2001552000
01/15/2002 00:00:00.000,0.416071,0.423036,0.375893,0.3875,0.3979643,0.395625,0.382857,0.0186690015269,0.0166071,10[0.969880471321|1.23770411432|1.34295880601|0.587321179668|0.309909450255|-0.608350692116|-1.01008615661|-1.18224319432|-1.08657658905|-0.560517389477],10[nan|0.0119455467688|0.00465581626392|-0.0339157349663|-0.0127456723047|-0.0433872013565|-0.0195901860436|-0.00851395871402|0.00474010006759|0.025671220303],4281793600
01/30/2002 00:00:00.000,0.371071,0.430179,0.371071,0.430179,0.4056429,0.4115175,0.398661,0.0166736444956,0.01290712,10[-2.07344591094|-0.252728190355|-0.584749183213|-0.959592247765|0.325549702192|0.529044505076|0.571926551661|0.593337587508|0.379107279255|1.47154990659],10[nan|0.0786372619269|-0.0138867081644|-0.0159130374352|0.0535350136805|0.00822017020656|0.00172363336282|0.000859500603643|-0.00863328625051|0.0432654342463],3765137600
02/13/2002 00:00:00.000,0.441429,0.454464,0.429107,0.446607,0.4421965,0.4413395,0.4382145,0.00801735257287,0.006207,10[-0.0957298550892|-0.78623210626|1.30747648987|1.53011856327|-0.207113256515|-1.03120075173|-1.63264617354|0.483264265203|-0.118056427156|0.550119251949],10[nan|-0.0126203913235|0.037786464643|0.00393543753033|-0.0311265352106|-0.0151112411017|-0.0111746211692|0.0387718270972|-0.0108665239278|0.0120674050169],4082506400
02/28/2002 00:00:00.000,0.439286,0.439286,0.383929,0.3875,0.4100538,0.4095535,0.398036,0.0185499344042,0.0153394,10[1.57586541079|0.902008580484|-0.330179065141|0.160766067147|-1.40834999363|-0.214706958699|0.81537754638|0.680606180319|-0.9655451933|-1.21584257435],10[nan|-0.0288679649513|-0.0550435966979|0.0222956362901|-0.0730771165734|0.0560703815008|0.0459822355652|-0.00589723101103|-0.0749864565271|-0.0119107203936],4223363200
03/14/2002 00:00:00.000,0.41875,0.4475,0.41875,0.43625,0.4340714,0.4358035,0.4317855,0.00904828149675,0.00675712,10[-1.69329391504|-0.0355205571484|-1.53536337314|-0.469746658692|0.142082228594|0.69467334789|1.48410502092|0.813148883867|0.359140020253|0.2407750025],10[nan|0.0351942481218|-0.0317875203008|0.0226880319894|0.0127975412126|0.0114193774089|0.0160907761438|-0.0136593460051|-0.00934971249104|-0.00245200570211],2661086400
03/28/2002 00:00:00.000,0.445536,0.445536,0.416964,0.422679,0.4317323,0.431786,0.420893,0.0117408795625,0.0101607,10[1.17569556238|0.856298707991|1.0235774872|1.13004310533|0.141445961622|-0.132298435712|-1.25785295058|-1.09048899888|-1.07532829486|-0.771092144489],10[nan|-0.0084524497898|0.00443573885255|0.00281294137661|-0.0264293445557|-0.00744353647321|-0.0312015140005|0.00470156735288|0.000424802759492|0.00848676846488],2657496800
04/12/2002 00:00:00.000,0.436786,0.4475,0.424107,0.4475,0.4377857,0.439464,0.4335715,0.0075210021946,0.00601436,10[-0.132921115316|-1.05899450551|-1.81873368018|0.911753490103|0.531883902769|0.10441427614|-0.98772740757|0.341882628601|0.816819333521|1.29162307744],10[nan|-0.0160745296853|-0.0133830610642|0.0472859311173|-0.00644611106567|-0.00730388761032|-0.0189066175334|0.0229706647778|0.00807887816423|0.00801189797955],2639739200
04/26/2002 00:00:00.000,0.446429,0.46625,0.410893,0.410893,0.4409286,0.4420535,0.431875,0.0168678118333,0.0135,10[0.326088532072|1.10947407909|1.5011668526|0.760110447442|0.304864676629|-0.171486380604|-0.467908942665|-0.976095783062|-0.605567580486|-1.78064590101],10[nan|0.0291697281005|0.0142718697428|-0.027175585379|-0.0170682534037|-0.0181770333956|-0.0114802333556|-0.0199936689226|0.0146171002543|-0.0471114567867],3229844800
05/10/2002 00:00:00.000,0.427857,0.435179,0.40125,0.416429,0.4221607,0.4254465,0.418125,0.0117868050525,0.00933576,10[0.483277696937|0.952955440428|0.513565802867|0.0742610059388|-0.198501628693|-1.50139922746|-1.77407702146|1.10448081071|0.831718176077|-0.486281055341],10[nan|0.0128559100061|-0.012021866987|-0.0121657888155|-0.00762885185166|-0.0372656961822|-0.00797805932979|0.0811727662568|-0.00741518926265|-0.0366262725501],2627189600
05/24/2002 00:00:00.000,0.4275,0.457321,0.418929,0.43125,0.440893,0.4441965,0.432768,0.0123628280835,0.0103214,10[-1.08332817617|1.32882216666|0.852232185778|0.751122634504|0.462191980784|0.0722326634301|-1.77661614735|-0.534424644214|0.707766858918|-0.779999522348],10[nan|0.0674312629472|-0.0129674444318|-0.00277282544275|-0.00796626818512|-0.0108534113273|-0.0531241474474|0.0360018487498|0.0347506313361|-0.04176596623],2968840000
